store,dayofweek,date,sales,open,promo,stateholiday,schoolholiday
84,7,2014-11-02,0,0,0,1,0
84,6,2014-11-01,0,0,0,1,0
84,5,2014-10-31,14612,1,0,1,0
84,4,2014-10-30,11047,1,0,1,0
84,3,2014-10-29,10506,1,0,1,0
84,2,2014-10-28,10746,1,0,1,0
84,1,2014-10-27,11858,1,0,1,0
84,7,2014-10-26,0,0,0,1,0
84,6,2014-10-25,9882,1,0,1,0
84,5,2014-10-24,12927,1,1,1,0
84,4,2014-10-23,12973,1,1,1,0
84,3,2014-10-22,13540,1,1,1,0
84,2,2014-10-21,12682,1,1,1,0
84,1,2014-10-20,16616,1,1,1,0
84,7,2014-10-19,0,0,0,1,0
84,6,2014-10-18,10138,1,0,1,0
84,5,2014-10-17,10228,1,0,1,1
84,4,2014-10-16,8792,1,0,1,1
84,3,2014-10-15,10396,1,0,1,1
84,2,2014-10-14,10446,1,0,1,1
84,1,2014-10-13,10384,1,0,1,1
84,7,2014-10-12,0,0,0,1,0
84,6,2014-10-11,9908,1,0,1,0
84,5,2014-10-10,12062,1,1,1,1
84,4,2014-10-09,12481,1,1,1,1
84,3,2014-10-08,13412,1,1,1,1
84,2,2014-10-07,13579,1,1,1,1
84,1,2014-10-06,17478,1,1,1,1
84,7,2014-10-05,0,0,0,1,0
84,6,2014-10-04,12622,1,0,1,0
84,5,2014-10-03,0,0,1,1,0
84,4,2014-10-02,15453,1,1,1,0
84,3,2014-10-01,16733,1,1,1,0
84,2,2014-09-30,17189,1,1,1,0
84,1,2014-09-29,16615,1,1,1,0
84,7,2014-09-28,0,0,0,1,0
84,6,2014-09-27,9734,1,0,1,0
84,5,2014-09-26,9967,1,0,1,0
84,4,2014-09-25,9267,1,0,1,0
84,3,2014-09-24,10133,1,0,0,0
84,2,2014-09-23,9378,1,0,0,0
84,1,2014-09-22,9613,1,0,0,0
84,7,2014-09-21,0,0,0,0,0
84,6,2014-09-20,9831,1,0,0,0
84,5,2014-09-19,11943,1,1,0,0
84,4,2014-09-18,12389,1,1,0,0
84,3,2014-09-17,13425,1,1,0,0
84,2,2014-09-16,14271,1,1,0,0
84,1,2014-09-15,18088,1,1,0,0
84,7,2014-09-14,0,0,0,0,0
84,6,2014-09-13,10923,1,0,0,0
84,5,2014-09-12,10884,1,0,0,0
84,4,2014-09-11,10095,1,0,0,0
84,3,2014-09-10,10802,1,0,0,0
84,2,2014-09-09,10110,1,0,0,0
84,1,2014-09-08,11079,1,0,0,0
84,7,2014-09-07,0,0,0,0,0
84,6,2014-09-06,10009,1,0,0,0
84,5,2014-09-05,12205,1,1,0,0
84,4,2014-09-04,13834,1,1,0,0
84,3,2014-09-03,15761,1,1,0,0
84,2,2014-09-02,15460,1,1,0,0
84,1,2014-09-01,19492,1,1,0,0
84,7,2014-08-31,0,0,0,0,0
84,6,2014-08-30,11410,1,0,0,0
84,5,2014-08-29,13610,1,0,0,0
84,4,2014-08-28,10547,1,0,0,0
84,3,2014-08-27,11590,1,0,0,0
84,2,2014-08-26,11377,1,0,0,0
84,1,2014-08-25,7265,1,0,0,0
84,7,2014-08-24,0,0,0,0,0
84,6,2014-08-23,10275,1,0,0,0
84,5,2014-08-22,12409,1,1,0,0
84,4,2014-08-21,13633,1,1,0,0
84,3,2014-08-20,15886,1,1,0,0
84,2,2014-08-19,17255,1,1,0,1
84,1,2014-08-18,18712,1,1,0,1
84,7,2014-08-17,0,0,0,0,0
84,6,2014-08-16,10929,1,0,0,0
84,5,2014-08-15,11185,1,0,0,1
84,4,2014-08-14,10124,1,0,0,1
84,3,2014-08-13,12247,1,0,0,1
84,2,2014-08-12,10754,1,0,0,1
84,1,2014-08-11,11567,1,0,0,1
84,7,2014-08-10,0,0,0,0,0
84,6,2014-08-09,9355,1,0,0,0
84,5,2014-08-08,12634,1,1,0,1
84,4,2014-08-07,12336,1,1,0,1
84,3,2014-08-06,13120,1,1,0,1
84,2,2014-08-05,14226,1,1,0,1
84,1,2014-08-04,17128,1,1,0,1
84,7,2014-08-03,0,0,0,0,0
84,6,2014-08-02,10659,1,0,0,0
84,5,2014-08-01,13569,1,1,0,1
84,4,2014-07-31,14679,1,1,0,1
84,3,2014-07-30,12876,1,1,0,1
84,2,2014-07-29,9218,1,1,0,1
84,1,2014-07-28,15095,1,1,0,1
84,7,2014-07-27,0,0,0,0,0
84,6,2014-07-26,9970,1,0,0,0
84,5,2014-07-25,9779,1,0,0,1
84,4,2014-07-24,10097,1,0,0,1
84,3,2014-07-23,10449,1,0,0,1
84,2,2014-07-22,10365,1,0,0,1
84,1,2014-07-21,10652,1,0,0,1
84,7,2014-07-20,0,0,0,0,0
84,6,2014-07-19,9433,1,0,0,0
84,5,2014-07-18,12229,1,1,0,1
84,4,2014-07-17,12870,1,1,0,1
84,3,2014-07-16,15546,1,1,1,1
84,2,2014-07-15,15032,1,1,1,1
84,1,2014-07-14,17102,1,1,1,1
84,7,2014-07-13,0,0,0,1,0
84,6,2014-07-12,10564,1,0,1,0
84,5,2014-07-11,11452,1,0,1,1
84,4,2014-07-10,11969,1,0,1,1
84,3,2014-07-09,9891,1,0,1,1
84,2,2014-07-08,8917,1,0,1,1
84,1,2014-07-07,12419,1,0,1,1
84,7,2014-07-06,0,0,0,1,0
84,6,2014-07-05,11918,1,0,1,0
84,5,2014-07-04,12629,1,1,1,0
84,4,2014-07-03,14997,1,1,1,0
84,3,2014-07-02,16835,1,1,1,0
84,2,2014-07-01,17818,1,1,1,0
84,1,2014-06-30,20831,1,1,1,0
84,7,2014-06-29,0,0,0,1,0
84,6,2014-06-28,11519,1,0,1,0
84,5,2014-06-27,11033,1,0,1,0
84,4,2014-06-26,10897,1,0,1,0
84,3,2014-06-25,11657,1,0,1,0
84,2,2014-06-24,10516,1,0,1,0
84,1,2014-06-23,11374,1,0,1,0
84,7,2014-06-22,0,0,0,1,0
84,6,2014-06-21,10929,1,0,1,0
84,5,2014-06-20,18048,1,1,1,0
84,4,2014-06-19,0,0,1,1,0
84,3,2014-06-18,16368,1,1,1,0
84,2,2014-06-17,15797,1,1,1,0
84,1,2014-06-16,18236,1,1,1,0
84,7,2014-06-15,0,0,0,1,0
84,6,2014-06-14,11040,1,0,1,0
84,5,2014-06-13,11620,1,0,1,0
84,4,2014-06-12,12666,1,0,1,0
84,3,2014-06-11,12190,1,0,1,0
84,2,2014-06-10,12981,1,0,1,1
84,1,2014-06-09,0,0,0,1,0
84,7,2014-06-08,0,0,0,1,0
84,6,2014-06-07,11771,1,0,1,0
84,5,2014-06-06,15328,1,1,1,0
84,4,2014-06-05,13161,1,1,1,0
84,3,2014-06-04,14565,1,1,1,0
84,2,2014-06-03,16517,1,1,1,0
84,1,2014-06-02,20260,1,1,1,0
84,7,2014-06-01,0,0,0,1,0
84,6,2014-05-31,11239,1,0,1,0
84,5,2014-05-30,16148,1,0,1,0
84,4,2014-05-29,0,0,0,1,0
84,3,2014-05-28,12012,1,0,1,0
84,2,2014-05-27,10283,1,0,1,0
84,1,2014-05-26,9205,1,0,1,0
84,7,2014-05-25,0,0,0,1,0
84,6,2014-05-24,10582,1,0,1,0
84,5,2014-05-23,11794,1,1,1,0
84,4,2014-05-22,12611,1,1,1,0
84,3,2014-05-21,13966,1,1,1,0
84,2,2014-05-20,14377,1,1,1,0
84,1,2014-05-19,16551,1,1,1,0
84,7,2014-05-18,0,0,0,1,0
84,6,2014-05-17,9931,1,0,1,0
84,5,2014-05-16,10615,1,0,1,0
84,4,2014-05-15,11098,1,0,1,0
84,3,2014-05-14,11465,1,0,1,0
84,2,2014-05-13,11031,1,0,1,0
84,1,2014-05-12,10505,1,0,1,0
84,7,2014-05-11,0,0,0,1,0
84,6,2014-05-10,11383,1,0,1,0
84,5,2014-05-09,13970,1,1,1,0
84,4,2014-05-08,13063,1,1,1,0
84,3,2014-05-07,15201,1,1,1,0
84,2,2014-05-06,15382,1,1,1,0
84,1,2014-05-05,19093,1,1,1,0
84,7,2014-05-04,0,0,0,1,0
84,6,2014-05-03,11342,1,0,1,0
84,5,2014-05-02,17979,1,1,1,0
84,4,2014-05-01,0,0,1,1,0
84,3,2014-04-30,17598,1,1,1,0
84,2,2014-04-29,14354,1,1,1,0
84,1,2014-04-28,17691,1,1,1,0
84,7,2014-04-27,0,0,0,1,0
84,6,2014-04-26,10084,1,0,1,0
84,5,2014-04-25,10637,1,0,1,1
84,4,2014-04-24,9614,1,0,1,1
84,3,2014-04-23,10221,1,0,1,1
84,2,2014-04-22,11158,1,0,1,1
84,1,2014-04-21,0,0,0,1,1
84,7,2014-04-20,0,0,0,1,0
84,6,2014-04-19,14517,1,0,1,0
84,5,2014-04-18,0,0,1,1,1
84,4,2014-04-17,16498,1,1,1,1
84,3,2014-04-16,17708,1,1,1,1
84,2,2014-04-15,17819,1,1,1,1
84,1,2014-04-14,17967,1,1,1,1
84,7,2014-04-13,0,0,0,1,0
84,6,2014-04-12,10793,1,0,1,0
84,5,2014-04-11,10983,1,0,1,0
84,4,2014-04-10,11301,1,0,1,0
84,3,2014-04-09,11832,1,0,1,0
84,2,2014-04-08,10484,1,0,1,0
84,1,2014-04-07,10820,1,0,1,0
84,7,2014-04-06,0,0,0,1,0
84,6,2014-04-05,11130,1,0,1,0
84,5,2014-04-04,12669,1,1,1,0
84,4,2014-04-03,13054,1,1,1,0
84,3,2014-04-02,14742,1,1,1,0
84,2,2014-04-01,14256,1,1,1,0
84,1,2014-03-31,16344,1,1,1,0
84,7,2014-03-30,0,0,0,1,0
84,6,2014-03-29,10166,1,0,1,0
84,5,2014-03-28,10942,1,0,1,0
84,4,2014-03-27,10208,1,0,1,0
84,3,2014-03-26,10803,1,0,1,0
84,2,2014-03-25,10711,1,0,1,0
84,1,2014-03-24,11632,1,0,1,0
84,7,2014-03-23,0,0,0,1,0
84,6,2014-03-22,9881,1,0,1,0
84,5,2014-03-21,12087,1,1,1,0
84,4,2014-03-20,12830,1,1,1,0
84,3,2014-03-19,14247,1,1,1,0
84,2,2014-03-18,13857,1,1,0,0
84,1,2014-03-17,17525,1,1,0,0
84,7,2014-03-16,0,0,0,0,0
84,6,2014-03-15,10152,1,0,0,0
84,5,2014-03-14,11138,1,0,0,0
84,4,2014-03-13,10059,1,0,0,0
84,3,2014-03-12,11309,1,0,0,0
84,2,2014-03-11,9709,1,0,0,0
84,1,2014-03-10,10639,1,0,0,0
84,7,2014-03-09,0,0,0,0,0
84,6,2014-03-08,9813,1,0,0,0
84,5,2014-03-07,13245,1,1,0,0
84,4,2014-03-06,13480,1,1,0,0
84,3,2014-03-05,14248,1,1,0,0
84,2,2014-03-04,16295,1,1,0,0
84,1,2014-03-03,12745,1,1,0,0
84,7,2014-03-02,0,0,0,0,0
84,6,2014-03-01,13047,1,0,0,0
84,5,2014-02-28,13020,1,0,0,0
84,4,2014-02-27,9769,1,0,0,0
84,3,2014-02-26,10475,1,0,0,0
84,2,2014-02-25,9853,1,0,0,0
84,1,2014-02-24,10636,1,0,0,0
84,7,2014-02-23,0,0,0,0,0
84,6,2014-02-22,10540,1,0,0,0
84,5,2014-02-21,12086,1,1,0,0
84,4,2014-02-20,11970,1,1,0,0
84,3,2014-02-19,13803,1,1,0,0
84,2,2014-02-18,14773,1,1,0,0
84,1,2014-02-17,18238,1,1,0,0
84,7,2014-02-16,0,0,0,0,0
84,6,2014-02-15,10699,1,0,0,0
84,5,2014-02-14,12492,1,0,0,0
84,4,2014-02-13,9318,1,0,0,0
84,3,2014-02-12,11555,1,0,0,0
84,2,2014-02-11,10102,1,0,0,0
84,1,2014-02-10,11651,1,0,0,0
84,7,2014-02-09,0,0,0,0,0
84,6,2014-02-08,10981,1,0,0,0
84,5,2014-02-07,10753,1,1,0,0
84,4,2014-02-06,13470,1,1,0,0
84,3,2014-02-05,14895,1,1,0,0
84,2,2014-02-04,17089,1,1,0,0
84,1,2014-02-03,21531,1,1,0,0
84,7,2014-02-02,0,0,0,0,0
84,6,2014-02-01,12179,1,0,0,0
84,5,2014-01-31,12465,1,0,0,0
84,4,2014-01-30,9963,1,0,0,0
84,3,2014-01-29,10337,1,0,0,0
84,2,2014-01-28,9854,1,0,0,0
84,1,2014-01-27,9624,1,0,0,0
84,7,2014-01-26,0,0,0,0,0
84,6,2014-01-25,9913,1,0,0,0
84,5,2014-01-24,12302,1,1,0,0
84,4,2014-01-23,12182,1,1,0,0
84,3,2014-01-22,14270,1,1,0,0
84,2,2014-01-21,13776,1,1,0,0
84,1,2014-01-20,19185,1,1,0,0
84,7,2014-01-19,0,0,0,0,0
84,6,2014-01-18,11194,1,0,1,0
84,5,2014-01-17,10597,1,0,1,0
84,4,2014-01-16,9902,1,0,1,0
84,3,2014-01-15,11245,1,0,1,0
84,2,2014-01-14,10618,1,0,1,0
84,1,2014-01-13,10406,1,0,1,0
84,7,2014-01-12,0,0,0,1,0
84,6,2014-01-11,10190,1,0,1,0
84,5,2014-01-10,14172,1,1,1,0
84,4,2014-01-09,12243,1,1,1,0
84,3,2014-01-08,14336,1,1,1,0
84,2,2014-01-07,16827,1,1,1,1
84,1,2014-01-06,20672,1,1,1,1
84,7,2014-01-05,0,0,0,1,0
84,6,2014-01-04,10187,1,0,1,0
84,5,2014-01-03,11250,1,0,1,1
84,4,2014-01-02,11327,1,0,1,1
84,3,2014-01-01,0,0,0,1,1
84,2,2013-12-31,7394,1,0,1,1
84,1,2013-12-30,15927,1,0,1,1
84,7,2013-12-29,0,0,0,1,0
84,6,2013-12-28,10523,1,0,1,0
84,5,2013-12-27,12213,1,0,1,1
84,4,2013-12-26,0,0,0,1,1
84,3,2013-12-25,0,0,0,1,1
84,2,2013-12-24,8272,1,0,1,1
84,1,2013-12-23,24392,1,0,1,1
84,7,2013-12-22,0,0,0,1,0
84,6,2013-12-21,16904,1,0,1,0
84,5,2013-12-20,20529,1,1,1,0
84,4,2013-12-19,18176,1,1,1,0
84,3,2013-12-18,21903,1,1,1,0
84,2,2013-12-17,21496,1,1,1,0
84,1,2013-12-16,26729,1,1,1,0
84,7,2013-12-15,0,0,0,1,0
84,6,2013-12-14,12419,1,0,1,0
84,5,2013-12-13,13127,1,0,1,0
84,4,2013-12-12,12314,1,0,1,0
84,3,2013-12-11,13230,1,0,1,0
84,2,2013-12-10,13105,1,0,1,0
84,1,2013-12-09,12634,1,0,1,0
84,7,2013-12-08,0,0,0,1,0
84,6,2013-12-07,12809,1,0,1,0
84,5,2013-12-06,15566,1,1,1,0
84,4,2013-12-05,15856,1,1,1,0
84,3,2013-12-04,17656,1,1,1,0
84,2,2013-12-03,18818,1,1,1,0
84,1,2013-12-02,22696,1,1,1,0
84,7,2013-12-01,0,0,0,1,0
84,6,2013-11-30,14530,1,0,1,0
84,5,2013-11-29,14267,1,0,1,0
84,4,2013-11-28,12253,1,0,1,0
84,3,2013-11-27,11590,1,0,1,0
84,2,2013-11-26,11965,1,0,1,0
84,1,2013-11-25,13751,1,0,1,0
84,7,2013-11-24,0,0,0,1,0
84,6,2013-11-23,10988,1,0,1,0
84,5,2013-11-22,12214,1,1,1,0
84,4,2013-11-21,13164,1,1,1,0
84,3,2013-11-20,14891,1,1,1,0
84,2,2013-11-19,14533,1,1,1,0
84,1,2013-11-18,17763,1,1,1,0
84,7,2013-11-17,0,0,0,1,0
84,6,2013-11-16,11513,1,0,1,0
84,5,2013-11-15,11671,1,0,1,0
84,4,2013-11-14,10302,1,0,1,0
84,3,2013-11-13,11561,1,0,1,0
84,2,2013-11-12,10159,1,0,1,0
84,1,2013-11-11,10723,1,0,1,0
84,7,2013-11-10,0,0,0,1,0
84,6,2013-11-09,10615,1,0,1,0
84,5,2013-11-08,13557,1,1,1,0
84,4,2013-11-07,11751,1,1,1,0
84,3,2013-11-06,14120,1,1,1,0
84,2,2013-11-05,16315,1,1,1,0
84,1,2013-11-04,15274,1,1,1,0
84,7,2013-11-03,0,0,0,1,0
84,6,2013-11-02,12619,1,0,1,0
84,5,2013-11-01,0,0,0,1,1
84,4,2013-10-31,13251,1,0,1,1
84,3,2013-10-30,11284,1,0,1,1
84,2,2013-10-29,10614,1,0,1,1
84,1,2013-10-28,8336,1,0,1,1
84,7,2013-10-27,0,0,0,1,0
84,6,2013-10-26,9061,1,0,1,0
84,5,2013-10-25,10447,1,1,1,1
84,4,2013-10-24,12102,1,1,1,1
84,3,2013-10-23,13192,1,1,1,1
84,2,2013-10-22,12467,1,1,1,1
84,1,2013-10-21,16409,1,1,1,1
84,7,2013-10-20,0,0,0,1,0
84,6,2013-10-19,10604,1,0,1,0
84,5,2013-10-18,10792,1,0,1,0
84,4,2013-10-17,10515,1,0,1,0
84,3,2013-10-16,10639,1,0,1,0
84,2,2013-10-15,10321,1,0,1,0
84,1,2013-10-14,10901,1,0,1,0
84,7,2013-10-13,0,0,0,1,0
84,6,2013-10-12,9896,1,0,1,0
84,5,2013-10-11,11881,1,1,1,0
84,4,2013-10-10,12697,1,1,1,0
84,3,2013-10-09,13476,1,1,1,0
84,2,2013-10-08,15166,1,1,1,0
84,1,2013-10-07,20114,1,1,1,0
84,7,2013-10-06,0,0,0,1,0
84,6,2013-10-05,11078,1,0,1,0
84,5,2013-10-04,13211,1,0,1,0
84,4,2013-10-03,0,0,0,1,0
84,3,2013-10-02,12911,1,0,1,0
84,2,2013-10-01,11897,1,0,1,0
84,1,2013-09-30,12098,1,0,1,0
84,7,2013-09-29,0,0,0,1,0
84,6,2013-09-28,9802,1,0,1,0
84,5,2013-09-27,12279,1,1,1,0
84,4,2013-09-26,10749,1,1,1,0
84,3,2013-09-25,12591,1,1,1,0
84,2,2013-09-24,13389,1,1,1,0
84,1,2013-09-23,15902,1,1,1,0
84,7,2013-09-22,0,0,0,1,0
84,6,2013-09-21,9196,1,0,1,0
84,5,2013-09-20,9552,1,0,1,0
84,4,2013-09-19,9392,1,0,1,0
84,3,2013-09-18,10528,1,0,1,0
84,2,2013-09-17,9253,1,0,1,0
84,1,2013-09-16,9746,1,0,1,0
84,7,2013-09-15,0,0,0,1,0
84,6,2013-09-14,8474,1,0,1,0
84,5,2013-09-13,13417,1,1,1,0
84,4,2013-09-12,13657,1,1,1,0
84,3,2013-09-11,14942,1,1,1,0
84,2,2013-09-10,11995,1,1,1,0
84,1,2013-09-09,20672,1,1,1,0
84,7,2013-09-08,0,0,0,1,0
84,6,2013-09-07,10658,1,0,1,0
84,5,2013-09-06,9853,1,0,1,0
84,4,2013-09-05,10932,1,0,1,0
84,3,2013-09-04,12486,1,0,1,0
84,2,2013-09-03,13134,1,0,1,1
84,1,2013-09-02,14056,1,0,1,1
84,7,2013-09-01,0,0,0,1,0
84,6,2013-08-31,10185,1,0,1,0
84,5,2013-08-30,14459,1,1,1,1
84,4,2013-08-29,13902,1,1,1,1
84,3,2013-08-28,14093,1,1,1,1
84,2,2013-08-27,15313,1,1,1,1
84,1,2013-08-26,10142,1,1,1,1
84,7,2013-08-25,0,0,0,1,0
84,6,2013-08-24,9160,1,0,1,0
84,5,2013-08-23,9064,1,0,1,1
84,4,2013-08-22,10425,1,0,1,1
84,3,2013-08-21,10262,1,0,1,1
84,2,2013-08-20,9591,1,0,1,1
84,1,2013-08-19,9629,1,0,1,1
84,7,2013-08-18,0,0,0,1,0
84,6,2013-08-17,8775,1,0,1,0
84,5,2013-08-16,11832,1,1,1,1
84,4,2013-08-15,12125,1,1,1,1
84,3,2013-08-14,13263,1,1,1,1
84,2,2013-08-13,14301,1,1,1,1
84,1,2013-08-12,17302,1,1,1,1
84,7,2013-08-11,0,0,0,1,0
84,6,2013-08-10,9812,1,0,1,0
84,5,2013-08-09,10385,1,0,1,1
84,4,2013-08-08,9997,1,0,1,1
84,3,2013-08-07,10756,1,0,1,1
84,2,2013-08-06,11119,1,0,1,1
84,1,2013-08-05,10430,1,0,1,1
84,7,2013-08-04,0,0,0,1,0
84,6,2013-08-03,9955,1,0,1,0
84,5,2013-08-02,11243,1,1,1,1
84,4,2013-08-01,13575,1,1,1,1
84,3,2013-07-31,16426,1,1,1,1
84,2,2013-07-30,15362,1,1,1,1
84,1,2013-07-29,18755,1,1,1,1
84,7,2013-07-28,0,0,0,1,0
84,6,2013-07-27,9083,1,0,1,0
84,5,2013-07-26,10687,1,0,1,1
84,4,2013-07-25,10294,1,0,1,1
84,3,2013-07-24,10678,1,0,1,1
84,2,2013-07-23,9831,1,0,1,1
84,1,2013-07-22,11007,1,0,1,1
84,7,2013-07-21,0,0,0,1,0
84,6,2013-07-20,10668,1,0,1,0
84,5,2013-07-19,14868,1,1,1,0
84,4,2013-07-18,13707,1,1,1,0
84,3,2013-07-17,15355,1,1,1,0
84,2,2013-07-16,17903,1,1,1,0
84,1,2013-07-15,19113,1,1,1,0
84,7,2013-07-14,0,0,0,1,0
84,6,2013-07-13,10328,1,0,1,0
84,5,2013-07-12,11086,1,0,1,0
84,4,2013-07-11,11276,1,0,1,0
84,3,2013-07-10,11868,1,0,1,0
84,2,2013-07-09,10186,1,0,1,0
84,1,2013-07-08,10735,1,0,1,0
84,7,2013-07-07,0,0,0,1,0
84,6,2013-07-06,10424,1,0,1,0
84,5,2013-07-05,13089,1,1,1,0
84,4,2013-07-04,13571,1,1,1,0
84,3,2013-07-03,14697,1,1,1,0
84,2,2013-07-02,15586,1,1,1,0
84,1,2013-07-01,18597,1,1,1,0
84,7,2013-06-30,0,0,0,1,0
84,6,2013-06-29,11227,1,0,1,0
84,5,2013-06-28,11659,1,0,1,0
84,4,2013-06-27,10621,1,0,1,0
84,3,2013-06-26,10670,1,0,1,0
84,2,2013-06-25,10869,1,0,1,0
84,1,2013-06-24,10883,1,0,1,0
84,7,2013-06-23,0,0,0,1,0
84,6,2013-06-22,10262,1,0,1,0
84,5,2013-06-21,12720,1,1,1,0
84,4,2013-06-20,10555,1,1,1,0
84,3,2013-06-19,12706,1,1,1,0
84,2,2013-06-18,13944,1,1,1,0
84,1,2013-06-17,17296,1,1,1,0
84,7,2013-06-16,0,0,0,1,0
84,6,2013-06-15,10465,1,0,1,0
84,5,2013-06-14,11677,1,0,1,0
84,4,2013-06-13,9968,1,0,1,0
84,3,2013-06-12,11087,1,0,1,0
84,2,2013-06-11,10313,1,0,1,0
84,1,2013-06-10,11008,1,0,1,0
84,7,2013-06-09,0,0,0,1,0
84,6,2013-06-08,10145,1,0,1,0
84,5,2013-06-07,12662,1,1,1,0
84,4,2013-06-06,12926,1,1,1,0
84,3,2013-06-05,14523,1,1,1,0
84,2,2013-06-04,15057,1,1,1,0
84,1,2013-06-03,17990,1,1,1,0
84,7,2013-06-02,0,0,0,1,0
84,6,2013-06-01,11057,1,0,1,0
84,5,2013-05-31,18630,1,1,1,0
84,4,2013-05-30,0,0,1,1,0
84,3,2013-05-29,16025,1,1,1,0
84,2,2013-05-28,14178,1,1,1,0
84,1,2013-05-27,15845,1,1,1,0
84,7,2013-05-26,0,0,0,1,0
84,6,2013-05-25,9757,1,0,1,0
84,5,2013-05-24,10264,1,0,1,0
84,4,2013-05-23,10443,1,0,1,0
84,3,2013-05-22,10814,1,0,1,0
84,2,2013-05-21,11755,1,0,1,1
84,1,2013-05-20,0,0,0,1,0
84,7,2013-05-19,0,0,0,1,0
84,6,2013-05-18,9479,1,0,1,0
84,5,2013-05-17,12738,1,1,1,0
84,4,2013-05-16,12569,1,1,1,0
84,3,2013-05-15,14411,1,1,1,0
84,2,2013-05-14,15686,1,1,1,0
84,1,2013-05-13,16202,1,1,1,0
84,7,2013-05-12,0,0,0,1,0
84,6,2013-05-11,10513,1,0,1,0
84,5,2013-05-10,14078,1,0,1,0
84,4,2013-05-09,0,0,0,1,0
84,3,2013-05-08,13293,1,0,1,0
84,2,2013-05-07,11186,1,0,1,0
84,1,2013-05-06,12807,1,0,1,0
84,7,2013-05-05,0,0,0,1,0
84,6,2013-05-04,10807,1,0,1,0
84,5,2013-05-03,14542,1,1,1,0
84,4,2013-05-02,16213,1,1,1,0
84,3,2013-05-01,0,0,1,1,0
84,2,2013-04-30,17895,1,1,1,0
84,1,2013-04-29,15533,1,1,1,0
84,7,2013-04-28,0,0,0,1,0
84,6,2013-04-27,9730,1,0,1,0
84,5,2013-04-26,11132,1,1,1,0
84,4,2013-04-25,11740,1,1,1,0
84,3,2013-04-24,12892,1,1,1,0
84,2,2013-04-23,14167,1,1,1,0
84,1,2013-04-22,16062,1,1,1,0
84,7,2013-04-21,0,0,0,1,0
84,6,2013-04-20,9922,1,0,1,0
84,5,2013-04-19,9415,1,0,1,0
84,4,2013-04-18,9666,1,0,1,0
84,3,2013-04-17,10056,1,0,1,0
84,2,2013-04-16,10198,1,0,1,0
84,1,2013-04-15,10092,1,0,1,0
84,7,2013-04-14,0,0,0,1,0
84,6,2013-04-13,9829,1,0,1,0
84,5,2013-04-12,12302,1,1,1,0
84,4,2013-04-11,12117,1,1,1,0
84,3,2013-04-10,12841,1,1,1,0
84,2,2013-04-09,14223,1,1,1,0
84,1,2013-04-08,16778,1,1,1,0
84,7,2013-04-07,0,0,0,1,0
84,6,2013-04-06,10247,1,0,1,0
84,5,2013-04-05,10557,1,0,1,1
84,4,2013-04-04,10133,1,0,1,1
84,3,2013-04-03,11052,1,0,1,1
84,2,2013-04-02,12191,1,0,1,1
84,1,2013-04-01,0,0,0,1,1
84,7,2013-03-31,0,0,0,1,0
84,6,2013-03-30,14273,1,0,1,0
84,5,2013-03-29,0,0,1,1,1
84,4,2013-03-28,17441,1,1,1,1
84,3,2013-03-27,16376,1,1,1,1
84,2,2013-03-26,15719,1,1,1,1
84,1,2013-03-25,16100,1,1,1,1
84,7,2013-03-24,0,0,0,1,0
84,6,2013-03-23,9925,1,0,1,0
84,5,2013-03-22,12978,1,1,1,0
84,4,2013-03-21,12717,1,1,1,0
84,3,2013-03-20,14147,1,1,1,0
84,2,2013-03-19,15238,1,1,1,0
84,1,2013-03-18,18520,1,1,1,0
84,7,2013-03-17,0,0,0,1,0
84,6,2013-03-16,9827,1,0,1,0
84,5,2013-03-15,11441,1,0,1,0
84,4,2013-03-14,10154,1,0,1,0
84,3,2013-03-13,11635,1,0,1,0
84,2,2013-03-12,11226,1,0,1,0
84,1,2013-03-11,10454,1,0,1,0
84,7,2013-03-10,0,0,0,1,0
84,6,2013-03-09,9453,1,0,1,0
84,5,2013-03-08,12421,1,1,1,0
84,4,2013-03-07,13888,1,1,1,0
84,3,2013-03-06,14358,1,1,1,0
84,2,2013-03-05,15325,1,1,1,0
84,1,2013-03-04,18527,1,1,1,0
84,7,2013-03-03,0,0,0,1,0
84,6,2013-03-02,10851,1,0,1,0
84,5,2013-03-01,11553,1,0,1,0
84,4,2013-02-28,12013,1,0,1,0
84,3,2013-02-27,10802,1,0,1,0
84,2,2013-02-26,9483,1,0,1,0
84,1,2013-02-25,9244,1,0,1,0
84,7,2013-02-24,0,0,0,1,0
84,6,2013-02-23,9532,1,0,1,0
84,5,2013-02-22,11965,1,1,1,0
84,4,2013-02-21,12678,1,1,1,0
84,3,2013-02-20,14684,1,1,1,0
84,2,2013-02-19,13910,1,1,1,0
84,1,2013-02-18,18228,1,1,1,0
84,7,2013-02-17,0,0,0,1,0
84,6,2013-02-16,10218,1,0,1,0
84,5,2013-02-15,10068,1,0,1,0
84,4,2013-02-14,10779,1,0,1,0
84,3,2013-02-13,12013,1,0,1,0
84,2,2013-02-12,11029,1,0,1,0
84,1,2013-02-11,6697,1,0,1,0
84,7,2013-02-10,0,0,0,1,0
84,6,2013-02-09,9969,1,0,1,0
84,5,2013-02-08,11541,1,1,1,0
84,4,2013-02-07,13188,1,1,1,0
84,3,2013-02-06,16891,1,1,1,0
84,2,2013-02-05,14355,1,1,1,0
84,1,2013-02-04,18606,1,1,1,0
84,7,2013-02-03,0,0,0,1,0
84,6,2013-02-02,11062,1,0,1,0
84,5,2013-02-01,11412,1,0,1,0
